Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,hour,month,is_weekend,Load_Type_enc
3.89,5.47,0.0,0.0,57.95,100.0,1,3,0,0
3.89,5.4,0.0,0.0,58.75,100.0,1,3,0,0
3.89,5.26,0.0,0.0,59.46,100.0,2,3,0,0
3.89,5.22,0.0,0.0,59.75,100.0,2,3,0,0
3.89,5.15,0.0,0.0,59.88,100.0,2,3,0,0
3.85,5.08,0.0,0.0,60.1,100.0,2,3,0,0
3.85,5.15,0.0,0.0,60.57,100.0,3,3,0,0
3.85,5.22,0.0,0.0,59.36,100.0,3,3,0,0
3.85,5.22,0.0,0.0,59.75,100.0,3,3,0,0
3.38,4.14,0.0,0.0,63.24,100.0,3,3,0,0
3.24,3.64,0.0,0.0,65.67,100.0,4,3,0,0
3.17,3.53,0.0,0.0,67.62,100.0,4,3,0,0
3.17,3.46,0.0,0.0,67.09,100.0,4,3,0,0
3.17,3.46,0.0,0.0,67.55,100.0,4,3,0,0
3.17,3.46,0.0,0.0,67.09,100.0,5,3,0,0
3.17,3.46,0.0,0.0,67.9,100.0,5,3,0,0
3.13,3.38,0.0,0.0,68.41,100.0,5,3,0,0
3.13,3.24,0.0,0.0,69.13,100.0,5,3,0,0
3.13,3.17,0.0,0.0,70.26,100.0,6,3,0,0
3.13,3.24,0.0,0.0,69.13,100.0,6,3,0,0
3.13,3.17,0.0,0.0,70.26,100.0,6,3,0,0
3.46,4.39,0.0,0.0,64.85,100.0,6,3,0,0
3.74,3.89,0.0,0.0,66.46,100.0,7,3,0,0
3.74,3.64,0.0,0.0,71.66,100.0,7,3,0,0
4.07,3.96,0.0,0.0,71.67,100.0,7,3,0,0
4.36,4.68,0.0,0.0,68.16,100.0,7,3,0,0
4.36,4.82,0.0,0.0,67.08,100.0,8,3,0,0
42.62,35.14,0.0,0.02,77.16,100.0,8,3,0,0
58.39,59.51,0.0,0.04,82.63,100.0,8,3,0,0
58.39,36.14,0.0,0.04,92.41,100.0,9,3,0,0
56.77,16.09,0.0,0.03,96.39,100.0,10,3,0,2
52.42,9.65,0.04,0.02,98.46,100.0,11,3,0,1
54.43,25.38,0.0,0.02,90.01,100.0,11,3,0,1
73.22,35.39,0.0,0.04,90.92,100.0,11,3,0,1
73.22,41.65,0.0,0.04,91.51,100.0,11,3,0,1
73.22,35.32,0.0,0.03,90.07,100.0,12,3,0,1
38.63,8.35,1.22,0.02,97.74,99.95,12,3,0,2
34.38,1.22,0.72,0.02,99.94,99.98,12,3,0,2
65.95,13.9,0.79,0.03,97.85,99.99,13,3,0,1
78.55,22.75,0.0,0.04,96.92,100.0,13,3,0,1
83.56,31.72,0.0,0.04,95.0,100.0,14,3,0,1
82.55,22.25,0.0,0.04,96.9,100.0,15,3,0,1
73.87,11.84,0.0,0.02,97.55,100.0,15,3,0,1
73.87,24.05,0.0,0.03,93.37,100.0,15,3,0,1
73.87,26.1,0.0,0.03,94.29,100.0,16,3,0,1
75.1,22.46,0.07,0.04,96.49,100.0,16,3,0,1
82.48,21.53,0.0,0.03,96.13,100.0,16,3,0,1
82.48,25.09,0.0,0.04,96.41,100.0,16,3,0,1
76.79,23.72,0.0,0.04,96.67,100.0,17,3,0,1
76.79,23.98,0.0,0.04,95.45,100.0,17,3,0,2
69.88,20.09,0.0,0.03,96.11,100.0,17,3,0,2
43.85,4.46,0.29,0.02,99.49,100.0,17,3,0,2
43.85,0.32,4.36,0.01,100.0,99.11,18,3,0,2
43.85,18.07,0.5,0.02,88.74,99.99,18,3,0,2
38.45,14.47,0.0,0.02,95.49,100.0,18,3,0,2
38.45,5.87,0.0,0.02,98.85,100.0,19,3,0,2
38.45,4.93,0.0,0.02,99.11,100.0,19,3,0,2
38.45,4.32,0.0,0.02,99.32,100.0,19,3,0,2
38.05,16.49,0.0,0.02,95.7,100.0,19,3,0,2
39.85,6.41,0.0,0.02,98.73,100.0,20,3,0,2
46.12,4.57,0.04,0.02,99.29,100.0,20,3,0,2
39.85,9.43,0.0,0.02,97.97,100.0,20,3,0,2
38.05,12.42,0.0,0.02,97.03,100.0,20,3,0,2
28.37,2.16,7.52,0.01,99.71,96.66,21,3,0,2
4.61,7.06,0.0,0.0,54.67,100.0,22,3,0,2
4.61,7.09,0.0,0.0,54.18,100.0,22,3,0,2
4.57,7.02,0.0,0.0,54.89,100.0,23,3,0,2
4.5,6.34,0.0,0.0,57.88,100.0,23,3,0,0
4.5,6.05,0.0,0.0,59.34,100.0,23,3,0,0
4.5,6.16,0.0,0.0,58.99,100.0,23,3,0,0
4.5,4.32,0.0,0.0,65.85,100.0,0,3,0,0
4.5,6.41,0.0,0.0,57.46,100.0,0,3,0,0
4.5,6.66,0.0,0.0,55.99,100.0,0,3,0,0
4.5,6.59,0.0,0.0,56.73,100.0,0,3,0,0
4.54,6.84,0.0,0.0,55.55,100.0,1,3,0,0
4.54,6.88,0.0,0.0,54.74,100.0,1,3,0,0
4.57,6.95,0.0,0.0,54.94,100.0,1,3,0,0
4.54,6.62,0.0,0.0,56.56,100.0,1,3,0,0
4.54,6.77,0.0,0.0,56.28,100.0,2,3,0,0
4.54,6.8,0.0,0.0,55.53,100.0,2,3,0,0
3.89,5.18,0.0,0.0,60.05,100.0,2,3,0,0
3.78,4.79,0.0,0.0,61.23,100.0,2,3,0,0
3.74,4.68,0.0,0.0,62.43,100.0,3,3,0,0
3.74,4.72,0.0,0.0,62.51,100.0,3,3,0,0
3.74,4.64,0.0,0.0,62.04,100.0,3,3,0,0
3.71,4.68,0.0,0.0,62.43,100.0,3,3,0,0
3.71,4.79,0.0,0.0,61.23,100.0,4,3,0,0
3.74,4.57,0.0,0.0,63.03,100.0,4,3,0,0
3.71,4.61,0.0,0.0,63.0,100.0,4,3,0,0
3.71,4.61,0.0,0.0,63.0,100.0,4,3,0,0
3.74,4.54,0.0,0.0,62.87,100.0,5,3,0,0
3.74,4.68,0.0,0.0,62.12,100.0,5,3,0,0
3.85,5.4,0.0,0.0,59.14,100.0,5,3,0,0
3.85,6.55,0.0,0.0,57.56,100.0,5,3,0,0
3.85,5.0,0.0,0.0,61.01,100.0,6,3,0,0
3.71,4.61,0.0,0.0,62.7,100.0,6,3,0,0
3.71,4.86,0.0,0.0,60.68,100.0,6,3,0,0
3.71,4.93,0.0,0.0,60.13,100.0,6,3,0,0
3.71,4.72,0.0,0.0,61.8,100.0,7,3,0,0
3.71,4.57,0.0,0.0,62.3,100.0,7,3,0,0
3.82,4.9,0.0,0.0,61.48,100.0,7,3,0,0
5.22,7.27,0.0,0.0,58.32,100.0,7,3,0,0
6.77,7.45,0.0,0.0,67.25,100.0,8,3,0,0
21.06,20.45,0.0,0.01,71.74,100.0,8,3,0,0
73.73,50.72,0.0,0.04,83.7,100.0,8,3,0,0
73.73,52.88,0.0,0.04,86.18,100.0,8,3,0,0
74.81,35.32,0.0,0.04,93.89,100.0,9,3,0,2
96.37,36.36,0.0,0.05,94.27,100.0,10,3,0,2
84.56,49.28,0.0,0.05,91.51,100.0,10,3,0,1
84.56,30.53,0.0,0.04,94.06,100.0,10,3,0,1
82.15,29.27,0.0,0.04,94.2,100.0,10,3,0,1
79.63,26.89,0.0,0.03,93.2,100.0,11,3,0,1
75.35,50.87,0.0,0.04,84.27,100.0,11,3,0,1
75.35,49.0,0.0,0.03,83.83,100.0,11,3,0,1
75.35,42.98,0.0,0.03,85.64,100.0,11,3,0,1
75.35,52.16,0.0,0.04,87.22,100.0,12,3,0,1
84.53,37.33,0.0,0.04,90.38,100.0,13,3,0,1
84.53,46.26,0.0,0.05,91.75,100.0,13,3,0,1
96.62,43.16,0.0,0.04,89.06,100.0,14,3,0,1
102.24,45.54,0.0,0.05,92.08,100.0,14,3,0,1
96.62,52.63,0.0,0.04,87.82,100.0,14,3,0,1
96.62,43.81,0.0,0.05,91.92,100.0,14,3,0,1
87.8,42.08,0.0,0.04,90.18,100.0,15,3,0,1
75.1,20.09,0.0,0.02,92.35,100.0,15,3,0,1
57.74,44.5,0.0,0.03,86.03,100.0,15,3,0,1
54.9,27.14,0.0,0.03,89.64,100.0,15,3,0,1
57.74,23.18,0.0,0.03,92.8,100.0,16,3,0,1
57.74,26.68,0.0,0.03,89.87,100.0,16,3,0,1
61.56,27.61,0.0,0.03,91.24,100.0,16,3,0,1
62.42,33.05,0.0,0.03,89.2,100.0,16,3,0,1
62.96,32.87,0.0,0.03,88.65,100.0,17,3,0,1
62.96,32.08,0.0,0.03,88.94,100.0,17,3,0,2
62.42,30.13,0.0,0.04,93.89,100.0,17,3,0,2
42.98,4.43,1.08,0.02,99.47,99.97,17,3,0,2
42.98,0.0,8.46,0.01,100.0,95.89,18,3,0,2
42.98,20.2,0.61,0.02,87.91,99.99,18,3,0,2
56.59,30.2,0.0,0.03,88.22,100.0,18,3,0,2
56.59,25.88,0.0,0.03,91.32,100.0,19,3,0,2
56.59,25.78,0.0,0.03,91.2,100.0,19,3,0,2
49.03,18.14,0.0,0.02,93.79,100.0,19,3,0,2
49.03,19.98,0.0,0.02,92.53,100.0,19,3,0,2
49.03,15.41,0.0,0.02,93.65,100.0,20,3,0,2
54.72,28.3,0.0,0.03,89.91,100.0,20,3,0,2
54.72,27.83,0.0,0.03,90.08,100.0,20,3,0,2
54.72,23.62,0.04,0.03,91.81,100.0,20,3,0,2
4.57,0.0,24.88,0.0,100.0,18.07,21,3,0,2
4.39,0.0,24.3,0.0,100.0,17.35,21,3,0,2
4.28,0.0,24.91,0.0,100.0,17.36,22,3,0,2
3.92,5.0,0.0,0.0,61.4,100.0,22,3,0,2
3.89,4.93,0.0,0.0,62.24,100.0,22,3,0,2
3.89,4.86,0.0,0.0,62.1,100.0,23,3,0,2
3.85,4.93,0.0,0.0,61.94,100.0,23,3,0,0
3.85,4.57,0.0,0.0,64.13,100.0,23,3,0,0
3.82,4.36,0.0,0.0,65.9,100.0,23,3,0,0
3.82,6.05,0.0,0.0,55.44,100.0,0,3,0,0
3.82,4.79,0.0,0.0,62.35,100.0,0,3,0,0
3.82,4.9,0.0,0.0,62.18,100.0,0,3,0,0
3.82,4.5,0.0,0.0,64.72,100.0,0,3,0,0
3.85,4.46,0.0,0.0,64.66,100.0,1,3,0,0
3.85,4.54,0.0,0.0,64.68,100.0,1,3,0,0
3.85,4.86,0.0,0.0,62.49,100.0,1,3,0,0
3.85,4.64,0.0,0.0,63.86,100.0,1,3,0,0
3.85,4.61,0.0,0.0,63.8,100.0,2,3,0,0
3.85,4.72,0.0,0.0,63.21,100.0,2,3,0,0
3.85,4.68,0.0,0.0,63.92,100.0,2,3,0,0
3.85,4.75,0.0,0.0,62.97,100.0,2,3,0,0
3.49,4.68,0.0,0.0,59.78,100.0,3,3,0,0
3.28,4.86,0.0,0.0,55.94,100.0,3,3,0,0
3.28,4.93,0.0,0.0,55.39,100.0,3,3,0,0
3.28,4.93,0.0,0.0,55.39,100.0,3,3,0,0
3.28,4.75,0.0,0.0,56.82,100.0,4,3,0,0
3.28,4.82,0.0,0.0,57.41,100.0,4,3,0,0
3.28,4.72,0.0,0.0,56.59,100.0,4,3,0,0
3.28,4.57,0.0,0.0,57.84,100.0,4,3,0,0
3.28,4.79,0.0,0.0,56.5,100.0,5,3,0,0
3.28,4.79,0.0,0.0,56.5,100.0,5,3,0,0
3.28,4.82,0.0,0.0,56.61,100.0,5,3,0,0
3.24,4.61,0.0,0.0,57.02,100.0,5,3,0,0
3.24,4.61,0.0,0.0,57.5,100.0,6,3,0,0
3.24,4.75,0.0,0.0,56.35,100.0,6,3,0,0
3.24,4.72,0.0,0.0,56.59,100.0,6,3,0,0
3.24,4.82,0.0,0.0,57.07,100.0,6,3,0,0
3.35,4.61,0.0,0.0,62.7,100.0,7,3,0,0
3.56,4.68,0.0,0.0,56.08,100.0,7,3,0,0
3.71,5.08,0.0,0.0,57.39,100.0,7,3,0,0
4.39,6.62,0.0,0.0,55.87,100.0,7,3,0,0
4.46,6.41,0.0,0.0,56.51,100.0,8,3,0,0
36.54,35.46,0.0,0.02,71.76,100.0,8,3,0,0
56.92,56.05,0.0,0.03,74.26,100.0,8,3,0,0
62.1,41.08,0.0,0.03,86.66,100.0,9,3,0,0
73.08,33.23,0.0,0.03,91.03,100.0,10,3,0,2
73.08,37.3,0.0,0.04,91.5,100.0,10,3,0,1
84.6,54.83,0.0,0.05,90.73,100.0,10,3,0,1
97.6,45.25,0.0,0.05,90.91,100.0,11,3,0,1
89.68,59.44,0.0,0.04,85.41,100.0,11,3,0,1
95.47,50.9,0.0,0.04,84.87,100.0,11,3,0,1
89.68,54.14,0.0,0.04,85.61,100.0,11,3,0,1
81.68,58.14,0.0,0.04,85.41,100.0,12,3,0,1
52.96,18.22,0.04,0.03,95.23,100.0,13,3,0,1
56.23,15.95,0.04,0.02,95.75,100.0,13,3,0,1
56.23,23.69,0.0,0.03,92.16,100.0,14,3,0,1
56.12,27.68,0.0,0.03,92.04,100.0,14,3,0,1
56.12,23.4,0.0,0.03,92.3,100.0,14,3,0,1
52.13,11.95,0.0,0.02,96.58,100.0,14,3,0,1
49.28,16.56,0.0,0.02,94.68,100.0,15,3,0,1
49.28,16.27,0.0,0.02,95.46,100.0,15,3,0,1
51.16,16.63,0.0,0.02,94.75,100.0,15,3,0,1
52.13,16.34,0.0,0.02,95.26,100.0,15,3,0,1
58.07,23.4,0.0,0.03,93.45,100.0,16,3,0,1
61.45,31.97,0.0,0.04,94.83,100.0,16,3,0,1
68.08,22.07,0.0,0.03,93.48,100.0,16,3,0,1
95.54,41.62,0.0,0.05,93.85,100.0,16,3,0,1
90.43,42.26,0.0,0.05,93.74,100.0,17,3,0,2
40.75,5.47,4.25,0.02,99.11,99.46,18,3,0,2
12.89,2.56,4.93,0.01,98.08,93.4,18,3,0,2
4.61,0.0,5.8,0.0,100.0,62.22,18,3,0,2
4.46,0.0,19.76,0.0,100.0,22.02,18,3,0,2
4.46,0.0,24.66,0.0,100.0,17.8,19,3,0,2
4.46,0.0,24.66,0.0,100.0,17.8,19,3,0,2
4.46,0.0,24.62,0.0,100.0,17.83,19,3,0,2
4.46,0.0,24.55,0.0,100.0,17.6,19,3,0,2
4.43,0.0,24.62,0.0,100.0,17.83,20,3,0,2
4.43,0.0,24.48,0.0,100.0,17.65,20,3,0,2
4.43,0.0,24.44,0.0,100.0,17.84,20,3,0,2
4.43,0.0,24.19,0.0,100.0,18.01,20,3,0,2
4.43,0.0,24.3,0.0,100.0,17.93,21,3,0,2
4.43,0.0,24.37,0.0,100.0,18.16,21,3,0,2
4.43,0.0,24.26,0.0,100.0,17.96,21,3,0,2
4.43,0.0,24.16,0.0,100.0,18.15,21,3,0,2
4.43,0.0,24.16,0.0,100.0,18.04,22,3,0,2
4.1,5.76,0.0,0.0,57.99,100.0,22,3,0,2
4.07,6.08,0.0,0.0,55.25,100.0,22,3,0,2
4.03,6.48,0.0,0.0,53.19,100.0,23,3,0,2
3.96,5.65,0.0,0.0,57.39,100.0,23,3,0,0
3.96,5.76,0.0,0.0,56.65,100.0,23,3,0,0
3.96,5.58,0.0,0.0,57.87,100.0,23,3,0,0
3.71,4.72,0.0,0.0,61.8,100.0,0,3,0,0
3.42,5.4,0.0,0.0,53.51,100.0,0,3,0,0
3.42,5.29,0.0,0.0,53.5,100.0,0,3,0,0
3.42,5.51,0.0,0.0,52.74,100.0,0,3,0,0
3.42,5.58,0.0,0.0,52.26,100.0,1,3,0,0
3.42,5.51,0.0,0.0,53.18,100.0,1,3,0,0
3.42,5.36,0.0,0.0,53.79,100.0,1,3,0,0
3.42,5.62,0.0,0.0,52.76,100.0,1,3,0,0
3.42,5.47,0.0,0.0,52.57,100.0,2,3,0,0
3.46,5.44,0.0,0.0,52.78,100.0,2,3,0,0
3.42,5.62,0.0,0.0,52.43,100.0,2,3,0,0
3.42,5.8,0.0,0.0,51.56,100.0,2,3,0,0
3.46,5.69,0.0,0.0,51.52,100.0,3,3,0,0
3.42,5.62,0.0,0.0,51.54,100.0,3,3,0,0
3.42,5.58,0.0,0.0,52.7,100.0,3,3,0,0
3.46,5.8,0.0,0.0,50.79,100.0,3,3,0,0
3.56,5.76,0.0,0.0,52.57,100.0,4,3,0,0
3.56,6.3,0.0,0.0,53.89,100.0,4,3,0,0
3.56,6.05,0.0,0.0,51.86,100.0,4,3,0,0
3.46,5.65,0.0,0.0,51.78,100.0,4,3,0,0
3.46,5.8,0.0,0.0,51.23,100.0,5,3,0,0
3.46,5.58,0.0,0.0,52.7,100.0,5,3,0,0
3.46,5.47,0.0,0.0,53.46,100.0,5,3,0,0
3.42,5.58,0.0,0.0,52.26,100.0,5,3,0,0
3.42,5.51,0.0,0.0,52.74,100.0,6,3,0,0
3.42,5.58,0.0,0.0,52.26,100.0,6,3,0,0
3.42,5.76,0.0,0.0,50.61,100.0,6,3,0,0
3.38,5.54,0.0,0.0,52.53,100.0,6,3,0,0
3.38,5.58,0.0,0.0,51.81,100.0,7,3,0,0
3.42,5.33,0.0,0.0,52.76,100.0,7,3,0,0
3.71,5.47,0.0,0.0,56.13,100.0,7,3,0,0
4.61,7.09,0.0,0.0,54.51,100.0,7,3,0,0
6.16,7.27,0.0,0.0,64.65,100.0,8,3,0,0
63.18,45.9,0.0,0.03,80.9,100.0,8,3,0,0
91.87,42.19,0.0,0.04,91.54,100.0,9,3,0,2
95.94,49.5,0.0,0.05,92.12,100.0,9,3,0,2
97.92,41.44,0.0,0.04,91.16,100.0,9,3,0,2
100.73,45.97,0.0,0.05,90.97,100.0,10,3,0,1
97.92,36.58,0.0,0.04,93.68,100.0,10,3,0,1
100.73,43.56,0.0,0.05,91.84,100.0,11,3,0,1
97.92,61.16,0.0,0.04,82.96,100.0,11,3,0,1
92.38,60.7,0.0,0.05,87.11,100.0,11,3,0,1
92.38,38.34,0.0,0.04,92.36,100.0,13,3,0,1
92.38,28.08,0.0,0.03,93.02,100.0,14,3,0,1
93.67,39.56,0.0,0.04,92.12,100.0,14,3,0,1
93.67,36.65,0.0,0.04,93.37,100.0,14,3,0,1
95.54,48.24,0.0,0.04,89.52,100.0,14,3,0,1
95.54,39.64,0.0,0.04,90.69,100.0,15,3,0,1
85.32,55.76,0.0,0.05,89.94,100.0,15,3,0,1
84.78,34.27,0.0,0.04,92.71,100.0,15,3,0,1
81.18,34.02,0.0,0.03,90.02,100.0,16,3,0,1
70.34,37.12,0.0,0.04,92.65,100.0,16,3,0,1
81.18,34.7,0.0,0.04,91.95,100.0,16,3,0,1
81.18,34.2,0.0,0.03,89.55,100.0,17,3,0,1
68.8,36.97,0.07,0.03,88.46,100.0,17,3,0,2
59.47,30.17,0.0,0.02,87.17,100.0,18,3,0,2
76.64,18.9,0.0,0.02,93.52,100.0,19,3,0,2
98.82,55.66,0.0,0.05,87.74,100.0,20,3,0,2
98.82,56.99,0.0,0.05,89.56,100.0,20,3,0,2
73.94,27.25,0.0,0.03,93.83,100.0,20,3,0,2
34.09,3.53,5.54,0.02,99.47,98.71,21,3,0,2
6.91,0.0,23.11,0.0,100.0,28.65,21,3,0,2
4.64,0.0,24.66,0.0,100.0,18.49,21,3,0,2
4.32,0.0,23.29,0.0,100.0,18.07,21,3,0,2
4.28,0.0,23.69,0.0,100.0,17.94,22,3,0,2
4.03,1.69,14.18,0.0,92.22,27.34,22,3,0,2
3.89,5.15,0.0,0.0,59.88,100.0,22,3,0,2
3.85,5.11,0.0,0.0,60.57,100.0,22,3,0,2
3.82,4.57,0.0,0.0,64.13,100.0,23,3,0,2
3.74,4.54,0.0,0.0,63.58,100.0,23,3,0,0
3.74,4.68,0.0,0.0,62.12,100.0,23,3,0,0
3.71,5.08,0.0,0.0,59.29,100.0,23,3,0,0
3.71,3.89,0.0,0.0,67.92,100.0,0,3,0,0
3.74,4.5,0.0,0.0,63.61,100.0,0,3,0,0
3.74,4.64,0.0,0.0,62.76,100.0,0,3,0,0
3.74,4.82,0.0,0.0,61.71,100.0,0,3,0,0
3.74,5.22,0.0,0.0,58.65,100.0,1,3,0,0
3.74,4.72,0.0,0.0,62.1,100.0,1,3,0,0
3.74,4.54,0.0,0.0,63.28,100.0,1,3,0,0
3.74,4.68,0.0,0.0,62.43,100.0,1,3,0,0
3.71,5.0,0.0,0.0,60.71,100.0,2,3,0,0
3.67,4.86,0.0,0.0,60.26,100.0,2,3,0,0
3.2,4.82,0.0,0.0,55.31,100.0,2,3,0,0
3.2,4.75,0.0,0.0,55.87,100.0,2,3,0,0
3.2,4.54,0.0,0.0,57.25,100.0,3,3,0,0
3.2,4.61,0.0,0.0,57.02,100.0,3,3,0,0
3.2,4.64,0.0,0.0,56.77,100.0,3,3,0,0
3.2,4.82,0.0,0.0,55.31,100.0,3,3,0,0
3.2,4.57,0.0,0.0,57.0,100.0,4,3,0,0
3.2,4.61,0.0,0.0,56.17,100.0,4,3,0,0
3.2,4.64,0.0,0.0,57.25,100.0,4,3,0,0
3.2,4.54,0.0,0.0,57.61,100.0,4,3,0,0
3.2,4.79,0.0,0.0,55.55,100.0,5,3,0,0
3.17,4.5,0.0,0.0,57.59,100.0,5,3,0,0
3.17,4.25,0.0,0.0,59.3,100.0,5,3,0,0
3.17,4.28,0.0,0.0,59.03,100.0,5,3,0,0
3.13,4.43,0.0,0.0,63.07,100.0,6,3,0,0
3.13,4.28,0.0,0.0,62.42,100.0,6,3,0,0
3.1,4.25,0.0,0.0,58.93,100.0,6,3,0,0
3.1,4.32,0.0,0.0,58.3,100.0,6,3,0,0
3.1,4.21,0.0,0.0,58.79,100.0,7,3,0,0
3.1,3.89,0.0,0.0,62.32,100.0,7,3,0,0
3.78,3.82,0.0,0.0,70.34,100.0,7,3,0,0
3.85,3.64,0.0,0.0,72.66,100.0,7,3,0,0
5.08,5.54,0.0,0.0,67.58,100.0,8,3,0,0
60.55,43.06,0.0,0.03,81.49,100.0,8,3,0,0
69.91,29.52,0.0,0.03,92.99,100.0,9,3,0,0
104.72,41.44,0.0,0.05,92.98,100.0,9,3,0,2
104.72,49.28,0.0,0.05,91.36,100.0,10,3,0,1
84.2,35.28,0.0,0.04,92.23,100.0,10,3,0,1
84.2,32.26,0.0,0.03,87.48,100.0,10,3,0,1
84.2,26.6,0.0,0.03,91.16,100.0,11,3,0,1
73.04,56.16,0.0,0.04,86.57,100.0,11,3,0,1
97.13,46.62,0.0,0.03,84.29,100.0,12,3,0,1
76.1,50.65,0.0,0.05,91.04,100.0,13,3,0,1
79.16,46.91,0.0,0.05,92.5,100.0,13,3,0,1
94.79,31.72,0.0,0.03,92.3,100.0,14,3,0,1
79.16,33.37,0.0,0.04,92.15,100.0,14,3,0,1
79.16,39.46,0.0,0.04,92.32,100.0,14,3,0,1
86.83,29.16,0.0,0.03,92.45,100.0,14,3,0,1
94.79,32.33,0.0,0.04,94.73,100.0,15,3,0,1
86.83,33.88,0.0,0.04,93.16,100.0,15,3,0,1
95.62,44.93,0.0,0.04,90.9,100.0,15,3,0,1
86.83,40.18,0.0,0.04,89.81,100.0,16,3,0,1
82.04,51.91,0.0,0.05,90.98,100.0,16,3,0,1
67.46,36.43,0.0,0.03,87.99,100.0,16,3,0,1
67.46,29.41,0.0,0.03,90.74,100.0,16,3,0,1
63.5,17.42,0.0,0.02,94.58,100.0,17,3,0,1
55.44,33.05,0.0,0.03,91.12,100.0,17,3,0,2
55.44,20.41,0.0,0.03,93.84,100.0,17,3,0,2
61.96,16.31,0.72,0.02,92.44,99.98,18,3,0,2
84.53,32.76,0.0,0.04,93.24,100.0,18,3,0,2
86.26,31.82,0.0,0.04,94.46,100.0,19,3,0,2
91.55,33.52,0.0,0.04,93.21,100.0,19,3,0,2
93.24,36.32,0.0,0.05,94.47,100.0,19,3,0,2
93.24,36.58,0.0,0.04,93.09,100.0,19,3,0,2
93.24,28.87,0.0,0.05,96.32,100.0,20,3,0,2
74.95,6.73,1.94,0.02,99.14,99.93,20,3,0,2
51.08,15.34,1.76,0.03,97.97,99.97,21,3,0,2
3.74,4.54,0.0,0.0,63.58,100.0,22,3,0,2
3.71,4.32,0.0,0.0,65.15,100.0,22,3,0,2
3.71,4.36,0.0,0.0,64.81,100.0,23,3,0,2
3.71,4.28,0.0,0.0,65.5,100.0,23,3,0,0
3.71,4.1,0.0,0.0,67.1,100.0,23,3,0,0
3.64,3.96,0.0,0.0,67.67,100.0,23,3,0,0
3.64,2.92,0.0,0.0,72.35,100.0,0,3,1,0
3.64,3.92,0.0,0.0,68.05,100.0,0,3,1,0
3.67,4.18,0.0,0.0,66.38,100.0,0,3,1,0
3.71,4.36,0.0,0.0,65.11,100.0,0,3,1,0
3.71,4.25,0.0,0.0,65.36,100.0,1,3,1,0
3.71,4.28,0.0,0.0,65.5,100.0,1,3,1,0
3.71,4.39,0.0,0.0,64.14,100.0,1,3,1,0
3.71,4.46,0.0,0.0,64.25,100.0,1,3,1,0
3.67,4.39,0.0,0.0,64.55,100.0,2,3,1,0
3.31,3.53,0.0,0.0,68.4,100.0,2,3,1,0
3.13,3.06,0.0,0.0,70.71,100.0,2,3,1,0
3.13,3.17,0.0,0.0,69.45,100.0,2,3,1,0
3.06,3.17,0.0,0.0,70.26,100.0,3,3,1,0
3.1,3.28,0.0,0.0,69.04,100.0,3,3,1,0
3.1,3.2,0.0,0.0,69.11,100.0,3,3,1,0
3.1,3.13,0.0,0.0,70.37,100.0,3,3,1,0
3.1,3.2,0.0,0.0,69.11,100.0,4,3,1,0
3.1,3.28,0.0,0.0,69.49,100.0,4,3,1,0
3.1,3.2,0.0,0.0,69.58,100.0,4,3,1,0
3.1,3.24,0.0,0.0,69.13,100.0,4,3,1,0
3.1,3.2,0.0,0.0,69.11,100.0,5,3,1,0
3.13,3.35,0.0,0.0,68.27,100.0,5,3,1,0
3.13,3.35,0.0,0.0,68.73,100.0,5,3,1,0
3.17,3.28,0.0,0.0,69.04,100.0,5,3,1,0
3.17,3.64,0.0,0.0,66.94,100.0,6,3,1,0
3.17,4.1,0.0,0.0,65.56,100.0,6,3,1,0
3.17,3.49,0.0,0.0,66.41,100.0,6,3,1,0
3.1,3.67,0.0,0.0,65.37,100.0,6,3,1,0
3.06,3.53,0.0,0.0,65.5,100.0,7,3,1,0
3.06,3.42,0.0,0.0,66.68,100.0,7,3,1,0
3.06,3.28,0.0,0.0,68.22,100.0,7,3,1,0
3.17,3.56,0.0,0.0,66.5,100.0,7,3,1,0
3.49,3.6,0.0,0.0,69.61,100.0,8,3,1,0
39.82,27.43,0.0,0.02,82.35,100.0,8,3,1,0
83.09,50.94,0.0,0.04,87.18,100.0,8,3,1,0
83.84,47.95,0.0,0.04,86.61,100.0,8,3,1,0
83.84,23.11,0.22,0.04,97.26,100.0,9,3,1,2
65.92,21.71,0.25,0.04,97.42,100.0,9,3,1,2
55.84,7.88,3.13,0.03,99.02,99.84,10,3,1,2
27.18,4.25,0.9,0.01,98.66,99.94,11,3,1,1
27.18,5.9,0.0,0.01,97.66,100.0,11,3,1,1
26.82,7.16,0.0,0.01,96.7,100.0,11,3,1,1
26.82,8.78,0.0,0.02,96.87,100.0,12,3,1,1
29.7,0.07,5.87,0.01,100.0,98.1,13,3,1,1
33.37,0.5,3.46,0.02,99.99,99.47,14,3,1,1
33.44,0.43,3.89,0.02,99.99,99.33,14,3,1,1
62.93,6.77,1.87,0.03,99.43,99.96,14,3,1,1
69.59,12.17,0.76,0.04,98.85,100.0,14,3,1,1
71.89,9.4,1.08,0.03,99.16,99.99,16,3,1,1
57.71,5.65,1.91,0.03,99.52,99.95,16,3,1,1
57.67,16.38,0.0,0.04,98.48,100.0,16,3,1,1
3.96,0.0,21.89,0.0,100.0,17.8,17,3,1,2
3.96,0.0,9.97,0.0,100.0,36.02,18,3,1,2
